,Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
154273,2006-06-21,2006,6,21,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.035,0.052,10,48,0.1625,0.2,0,2.0,2.916667,6.0,15,9.0,25.15,45.0,23,42
154274,2006-06-22,2006,6,22,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.049647,0.068,13,93,0.341667,0.4,6,5.0,9.416667,32.0,8,46.0,39.25,61.0,7,58
154275,2006-06-23,2006,6,23,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023824,0.038,13,35,0.291667,0.5,22,6.0,7.375,23.0,12,33.0,36.666667,55.0,21,52
154276,2006-06-24,2006,6,24,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.008882,0.013,13,12,0.391667,0.5,0,6.0,1.333333,4.0,10,6.0,24.125,39.0,23,37
154277,2006-06-25,2006,6,25,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.010824,0.016,9,15,0.258333,0.4,0,5.0,0.916667,2.0,6,3.0,18.958333,32.0,0,30
154278,2006-06-26,2006,6,26,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.005471,0.008,11,7,0.1708329999999999,0.2,0,2.0,0.652174,1.0,0,1.0,14.0,18.0,20,17
154279,2006-06-27,2006,6,27,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.010882,0.013,23,12,0.129167,0.2,0,2.0,0.25,1.0,5,1.0,10.083333,16.0,6,15
154280,2006-06-28,2006,6,28,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.018588,0.036,12,33,0.1875,0.3,18,3.0,1.916667,8.0,13,11.0,19.541667,38.0,22,36
154281,2006-06-29,2006,6,29,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.030882,0.047,12,44,0.395833,0.5,10,6.0,3.333333,7.0,10,10.0,35.791667,70.0,21,68
154282,2006-06-30,2006,6,30,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.030235,0.044,9,41,0.220833,0.5,0,6.0,2.083333,4.0,0,6.0,19.083333,39.0,21,37
154283,2006-07-01,2006,7,1,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.048412,0.06,11,67,0.216667,0.3,8,3.0,4.375,8.0,20,11.0,24.0,39.0,20,37
154284,2006-07-02,2006,7,2,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.049059,0.066,11,87,0.2,0.2,0,2.0,9.208333,22.0,7,31.0,20.5,38.0,21,36
154285,2006-07-03,2006,7,3,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.048765,0.063,12,77,0.333333,0.5,15,6.0,5.695652,11.0,23,16.0,21.954545,36.0,17,34
154286,2006-07-04,2006,7,4,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.045,0.061,9,71,0.5,0.5,0,6.0,9.041667,22.0,18,31.0,22.75,38.0,1,36
154287,2006-07-05,2006,7,5,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.015529,0.024,10,22,0.516667,0.6,16,7.0,2.583333,6.0,6,9.0,31.458333000000003,49.0,19,46
154288,2006-07-06,2006,7,6,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021647,0.035,12,32,0.433333,0.6,0,7.0,1.791667,4.0,20,6.0,21.875,47.0,1,44
154289,2006-07-07,2006,7,7,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021118,0.037,12,34,0.35,0.7,23,8.0,3.375,13.0,23,19.0,22.708333,64.0,21,62
154290,2006-07-08,2006,7,8,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.022647,0.036,10,33,0.5,0.9,2,10.0,3.25,17.0,1,24.0,24.458333,62.0,22,60
154291,2006-07-09,2006,7,9,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.043412,0.054,10,50,0.429167,0.6,1,7.0,5.125,10.0,8,14.0,26.541667,59.0,0,56
154292,2006-07-10,2006,7,10,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.038882,0.056,11,54,0.379167,0.5,11,6.0,5.681818,27.0,9,39.0,24.45,53.0,4,50
154293,2006-07-11,2006,7,11,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.036353,0.062,12,74,0.495833,0.8,23,9.0,7.416666999999999,27.0,7,39.0,35.125,53.0,22,50
154294,2006-07-12,2006,7,12,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.022824,0.036,9,33,0.641667,0.7,0,8.0,5.7083330000000005,12.0,1,17.0,37.375,58.0,19,55
154295,2006-07-13,2006,7,13,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.026824,0.038,12,35,0.429167,0.6,0,7.0,2.458333,8.0,0,11.0,18.333333,36.0,1,34
154296,2006-07-14,2006,7,14,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.022235,0.037,12,34,0.479167,0.6,8,7.0,4.5833330000000005,14.0,5,20.0,34.5,48.0,11,45
154297,2006-07-15,2006,7,15,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023706,0.043,11,40,0.6375,0.9,7,10.0,4.5833330000000005,9.0,9,13.0,37.666667,54.0,23,51
154298,2006-07-16,2006,7,16,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.026176,0.045,11,42,0.416667,0.6,0,7.0,4.0,15.0,23,21.0,23.541667,56.0,0,53
154299,2006-07-17,2006,7,17,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.062294,0.088,12,156,0.6,1.0,3,11.0,6.272727,15.0,23,21.0,26.727273,48.0,0,45
154300,2006-07-18,2006,7,18,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.065471,0.094,11,172,0.441667,0.5,0,6.0,9.416667,26.0,6,37.0,24.708333,48.0,5,45
154301,2006-07-19,2006,7,19,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.047588,0.065,11,84,0.295833,0.4,0,5.0,0.833333,2.0,0,3.0,12.25,28.0,6,26
154302,2006-07-20,2006,7,20,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.019882,0.031,11,29,0.179167,0.2,0,2.0,1.0,3.0,22,4.0,12.708333,24.0,22,23
154303,2006-07-21,2006,7,21,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.018588,0.036,9,33,0.4,0.7,23,8.0,5.375,17.0,10,24.0,41.916667,66.0,18,64
154304,2006-07-22,2006,7,22,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.020765,0.032,11,30,0.475,0.7,0,8.0,2.833333,14.0,22,20.0,32.833333,50.0,20,47
154305,2006-07-23,2006,7,23,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.022118,0.035,12,32,0.195833,0.4,0,5.0,1.5,6.0,23,9.0,13.916667000000002,41.0,22,39
154306,2006-07-24,2006,7,24,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.034647,0.052,12,48,0.433333,0.6,4,7.0,2.772727,7.0,6,10.0,25.15,43.0,23,41
154307,2006-07-25,2006,7,25,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.025353,0.045,11,42,0.5,0.5,0,6.0,14.666667000000002,88.0,7,106.0,31.125,48.0,7,45
154308,2006-07-26,2006,7,26,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.025118,0.045,12,42,0.516667,0.6,11,7.0,8.5,46.0,3,64.0,30.833333000000003,50.0,10,47
154309,2006-07-27,2006,7,27,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.029235,0.042,11,39,0.520833,0.6,13,7.0,11.5,30.0,0,43.0,30.416667,40.0,21,38
154310,2006-07-28,2006,7,28,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.0317649999999999,0.039,10,36,0.504167,0.6,0,7.0,9.0,46.0,6,64.0,25.25,41.0,5,39
154311,2006-07-29,2006,7,29,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.039235,0.053,10,49,0.416667,0.5,20,6.0,3.5,10.0,4,14.0,17.041667,27.0,20,25
154312,2006-07-30,2006,7,30,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.03,0.045,8,42,0.433333,0.5,0,6.0,2.25,10.0,1,14.0,12.541667,23.0,0,22
154313,2006-07-31,2006,7,31,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.046412,0.076,12,119,0.425,0.6,23,7.0,2.25,8.0,8,11.0,22.625,50.0,23,47
154314,2006-08-01,2006,8,1,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.052235,0.075,11,115,0.5625,0.6,0,7.0,3.416667,11.0,6,16.0,22.166667,40.0,0,38
154315,2006-08-02,2006,8,2,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.057,0.075,11,115,0.5,0.5,0,6.0,1.727273,6.0,1,9.0,17.227273,28.0,7,26
154316,2006-08-03,2006,8,3,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.043471,0.069,10,97,0.5,0.5,0,6.0,4.416667,9.0,7,13.0,20.208333,31.0,7,29
154317,2006-08-04,2006,8,4,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.029765,0.04,10,37,0.445833,0.5,0,6.0,3.25,7.0,5,10.0,21.833333,42.0,7,40
154318,2006-08-05,2006,8,5,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.040824,0.059,11,64,0.329167,0.4,0,5.0,1.458333,3.0,7,4.0,13.5,24.0,20,23
154319,2006-08-06,2006,8,6,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.038588,0.048,11,44,0.358333,0.4,0,5.0,1.0,3.0,10,4.0,10.125,19.0,21,18
154320,2006-08-07,2006,8,7,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.0531179999999999,0.065,13,84,0.458333,0.6,22,7.0,3.727273,6.0,6,9.0,20.65,28.0,21,26
154321,2006-08-08,2006,8,8,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.033294,0.044,10,41,0.420833,0.5,0,6.0,1.416667,3.0,0,4.0,13.583332999999998,24.0,22,23
154322,2006-08-09,2006,8,9,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.036118,0.05,11,46,0.345833,0.4,0,5.0,1.208333,3.0,17,4.0,18.291667,28.0,21,26
154323,2006-08-10,2006,8,10,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.042412,0.056,11,54,0.441667,0.6,22,7.0,6.5,22.0,2,31.0,27.708333000000003,44.0,8,42
154324,2006-08-11,2006,8,11,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.027824,0.039,11,36,0.3375,0.5,0,6.0,0.583333,2.0,17,3.0,14.666667000000002,27.0,21,25
154325,2006-08-12,2006,8,12,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023824,0.037,10,34,0.2875,0.4,22,5.0,1.5,4.0,22,6.0,16.25,33.0,23,31
154326,2006-08-13,2006,8,13,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023588,0.036,10,33,0.3375,0.4,0,5.0,2.0,5.0,6,7.0,18.333333,42.0,20,40
154327,2006-08-14,2006,8,14,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.051941,0.067,12,90,0.495833,0.6,10,7.0,8.909091,38.0,8,54.0,26.47619000000001,50.0,8,47
154328,2006-08-15,2006,8,15,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.022824,0.038,12,35,0.533333,0.7,23,8.0,4.375,15.0,5,21.0,26.125,47.0,21,44
154329,2006-08-16,2006,8,16,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.032059,0.052,11,48,0.533333,0.7,0,8.0,2.083333,5.0,0,7.0,23.916667,53.0,22,50
154330,2006-08-17,2006,8,17,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.037882,0.052,12,48,0.4625,0.6,0,7.0,1.541667,4.0,9,6.0,17.291667,43.0,22,41
154331,2006-08-18,2006,8,18,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.024941,0.039,11,36,0.608333,0.8,8,9.0,1.125,3.0,9,4.0,26.458333000000003,42.0,8,40
154332,2006-08-19,2006,8,19,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.024941,0.036,10,33,0.504167,0.6,23,7.0,4.416667,17.0,10,24.0,20.208333,29.0,1,27
154333,2006-08-20,2006,8,20,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.042294,0.052,11,48,0.558333,0.6,0,7.0,2.791667,10.0,5,14.0,13.666667000000002,26.0,19,25
154334,2006-08-21,2006,8,21,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.027235,0.04,10,37,0.45,0.5,0,6.0,1.380952,4.0,21,6.0,15.083332999999998,35.0,20,33
154335,2006-08-22,2006,8,22,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.030529,0.056,10,54,0.529167,0.7,22,8.0,3.083333,9.0,23,13.0,29.809524,57.0,23,54
154336,2006-08-23,2006,8,23,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.03,0.047,10,44,0.595833,0.7,0,8.0,3.208333,8.0,0,11.0,26.666667,55.0,0,52
154337,2006-08-24,2006,8,24,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.022529,0.041,11,38,0.6,0.8,22,9.0,1.708333,4.0,6,6.0,26.75,49.0,23,46
154338,2006-08-25,2006,8,25,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.031294,0.038,14,35,0.779167,0.9,0,10.0,0.666667,2.0,10,3.0,24.416667,44.0,0,42
154339,2006-08-26,2006,8,26,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.024059,0.026,23,24,0.533333,0.6,0,7.0,0.333333,1.0,2,1.0,12.625,17.0,13,16
154340,2006-08-27,2006,8,27,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.018176,0.021,7,19,0.558333,0.7,22,8.0,0.25,1.0,6,1.0,16.291667,30.0,23,28
154341,2006-08-28,2006,8,28,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021765,0.029,12,27,0.741667,0.8,9,9.0,0.5,3.0,7,4.0,24.0,44.0,7,42
154342,2006-08-29,2006,8,29,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.01,0.013,7,12,0.6375,0.7,0,8.0,0.041667,1.0,4,1.0,16.375,21.0,16,20
154343,2006-08-30,2006,8,30,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.015118,0.023,11,21,0.695833,0.9,21,10.0,1.625,8.0,21,11.0,22.0,42.0,20,40
154344,2006-08-31,2006,8,31,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.016294,0.025,12,23,0.683333,0.9,0,10.0,0.666667,3.0,21,4.0,19.708333,41.0,20,39
154345,2006-09-01,2006,9,1,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023059,0.027,19,25,0.629167,0.8,0,9.0,0.625,2.0,9,3.0,14.0,23.0,0,22
154346,2006-09-02,2006,9,2,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.026765,0.029,15,27,0.508333,0.6,22,7.0,0.0,0.0,0,0.0,7.166667,16.0,23,15
154347,2006-09-03,2006,9,3,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021529,0.034,11,31,0.6,0.6,0,7.0,1.75,7.0,9,10.0,16.041667,24.0,21,23
154348,2006-09-04,2006,9,4,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.016235,0.03,10,28,0.633333,0.7,0,8.0,3.791667,9.0,22,13.0,18.041667,32.0,21,30
154349,2006-09-05,2006,9,5,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.015353,0.034,22,31,0.883333,1.1,12,13.0,2.791667,10.0,8,14.0,29.583333000000003,39.0,8,37
154350,2006-09-06,2006,9,6,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.012235,0.022,10,20,0.604167,0.8,0,9.0,2.842105,9.0,20,13.0,23.4,37.0,19,35
154351,2006-09-07,2006,9,7,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.020059,0.037,11,34,0.504167,0.7,23,8.0,3.375,7.0,20,10.0,26.333333000000003,57.0,19,54
154352,2006-09-08,2006,9,8,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.033941,0.049,12,45,0.583333,0.7,0,8.0,5.791667,13.0,22,19.0,34.791667,54.0,22,51
154353,2006-09-09,2006,9,9,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.040824,0.061,11,71,0.558333,0.6,0,7.0,7.0,12.0,6,17.0,26.708333000000003,37.0,6,35
154354,2006-09-10,2006,9,10,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023294,0.029,11,27,0.375,0.5,0,6.0,0.5,2.0,0,3.0,13.125,32.0,0,30
154355,2006-09-11,2006,9,11,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.020647,0.03,11,28,0.325,0.4,8,5.0,0.545455,2.0,3,3.0,13.545455,36.0,19,34
154356,2006-09-12,2006,9,12,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.020588,0.034,11,31,0.366667,0.4,0,5.0,1.333333,4.0,6,6.0,18.5,34.0,20,32
154357,2006-09-13,2006,9,13,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.019412,0.026,12,24,0.5875,0.9,13,10.0,2.833333,12.0,3,17.0,24.166667,41.0,7,39
154358,2006-09-14,2006,9,14,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.018294,0.023,22,21,0.491667,0.6,12,7.0,0.25,2.0,0,3.0,21.791667,38.0,7,36
154359,2006-09-15,2006,9,15,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.014118,0.016,7,15,0.504167,0.6,17,7.0,0.208333,1.0,10,1.0,16.75,23.0,15,22
154360,2006-09-16,2006,9,16,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.017353,0.033,10,31,0.558333,0.9,22,10.0,2.458333,10.0,22,14.0,21.083333,52.0,20,49
154361,2006-09-17,2006,9,17,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.019412,0.036,11,33,0.695833,1.2,23,14.0,2.916667,8.0,21,11.0,21.416667,54.0,21,51
154362,2006-09-18,2006,9,18,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.027176,0.037,11,34,0.991667,1.5,1,17.0,6.409091,17.0,13,24.0,32.9,46.0,0,43
154363,2006-09-19,2006,9,19,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.017571,0.023,10,21,0.75,0.8,9,9.0,3.416667,5.0,9,7.0,29.541667,43.0,15,41
154364,2006-09-20,2006,9,20,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.019235,0.027,10,25,0.520833,0.7,0,8.0,1.75,6.0,0,9.0,14.333332999999998,21.0,6,20
154365,2006-09-21,2006,9,21,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.014765,0.029,10,27,0.516667,0.7,22,8.0,2.5,7.0,20,10.0,19.130435,40.0,20,38
154366,2006-09-22,2006,9,22,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.034706,0.04,12,37,0.754167,0.9,7,10.0,4.041667,12.0,7,17.0,24.916667,48.0,8,45
154367,2006-09-23,2006,9,23,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.013353,0.022,10,20,0.6875,0.9,20,10.0,2.916667,8.0,22,11.0,25.916667,46.0,21,43
154368,2006-09-24,2006,9,24,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021059,0.024,10,22,0.745833,0.9,0,10.0,4.75,9.0,20,13.0,20.0,31.0,0,29
154369,2006-09-25,2006,9,25,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021647,0.03,10,28,0.579167,0.6,0,7.0,2.590909,7.0,22,10.0,18.636364,36.0,20,34
154370,2006-09-26,2006,9,26,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.015765,0.033,10,31,0.616667,0.9,23,10.0,4.916667,11.0,3,16.0,24.958333,38.0,20,36
154371,2006-09-27,2006,9,27,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.027353,0.035,13,32,0.825,1.0,1,11.0,2.375,5.0,0,7.0,25.916667,33.0,0,31
154372,2006-09-28,2006,9,28,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.037235,0.045,10,42,0.691667,0.8,6,9.0,0.5,5.0,6,7.0,19.708333,45.0,6,42
154373,2006-09-29,2006,9,29,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.009882,0.017,10,16,0.6375,0.8,23,9.0,1.875,6.0,21,9.0,20.916667,36.0,6,34
154374,2006-09-30,2006,9,30,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.024176,0.029,23,27,0.754167,0.9,2,10.0,2.958333,6.0,3,9.0,21.5,32.0,0,30
154375,2006-10-01,2006,10,1,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.021706,0.031,9,29,0.708333,0.8,22,9.0,2.0,7.0,18,10.0,16.666667,35.0,18,33
154376,2006-10-02,2006,10,2,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.012294,0.025,10,23,0.491667,0.8,0,9.0,3.333333,13.0,23,19.0,19.5,38.0,23,36
154377,2006-10-03,2006,10,3,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.011,0.022,10,20,0.754167,0.9,5,10.0,9.708333,21.0,7,30.0,44.75,67.0,19,65
154378,2006-10-04,2006,10,4,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.029059,0.038,12,35,0.7375,1.0,9,11.0,8.291667,16.0,9,23.0,40.291667,63.0,8,61
154379,2006-10-05,2006,10,5,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.015882,0.025,10,23,0.341667,0.5,0,6.0,1.5,4.0,18,6.0,15.541667000000002,31.0,19,29
154380,2006-10-06,2006,10,6,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.014353,0.02,23,19,0.345833,0.4,0,5.0,1.25,3.0,17,4.0,16.208333,27.0,17,25
154381,2006-10-07,2006,10,7,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.014765,0.028,11,26,0.375,0.9,23,10.0,1.583333,6.0,21,9.0,15.375,37.0,19,35
154382,2006-10-08,2006,10,8,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.015294,0.033,10,31,0.666667,1.1,1,13.0,3.791667,8.0,23,11.0,27.083333000000003,53.0,18,50
154383,2006-10-09,2006,10,9,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.011235,0.023,10,21,0.795833,1.0,23,11.0,10.25,15.0,1,21.0,44.833333,65.0,18,63
154384,2006-10-10,2006,10,10,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.035706,0.045,11,42,0.683333,1.0,0,11.0,3.136364,7.0,0,10.0,26.136364,49.0,7,46
154385,2006-10-11,2006,10,11,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.031529,0.038,12,35,0.466667,0.6,0,7.0,0.291667,1.0,0,1.0,11.833333,21.0,21,20
154386,2006-10-12,2006,10,12,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.018529,0.025,21,23,0.608333,0.8,11,9.0,3.125,10.0,10,14.0,22.666667,42.0,18,40
154387,2006-10-13,2006,10,13,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.009,0.017,9,16,0.554167,0.7,23,8.0,8.041667,19.0,23,27.0,24.291667,38.0,20,36
154388,2006-10-14,2006,10,14,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.016529,0.024,11,22,0.654167,0.8,6,9.0,12.083333,32.0,2,46.0,26.583333000000003,36.0,0,34
154389,2006-10-15,2006,10,15,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.011824,0.023,10,21,0.629167,0.9,23,10.0,9.916667,22.0,6,31.0,24.708333,37.0,19,35
154390,2006-10-16,2006,10,16,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.009882,0.017,11,16,0.820833,1.2,5,14.0,9.666667,23.0,8,33.0,35.894737,53.0,12,50
154391,2006-10-17,2006,10,17,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.023,0.031,18,29,0.608333,1.0,3,11.0,3.541667,10.0,2,14.0,28.708333000000003,45.0,0,42
154392,2006-10-18,2006,10,18,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.0075879999999999,0.013,9,12,0.479167,0.6,12,7.0,3.583333,7.0,6,10.0,25.333333,37.0,17,35
154393,2006-10-19,2006,10,19,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.008471,0.013,10,12,0.6125,0.7,7,8.0,4.125,7.0,9,10.0,30.125,41.0,19,39
154394,2006-10-20,2006,10,20,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.013824,0.016,15,15,0.495833,0.6,0,7.0,1.791667,3.0,0,4.0,23.25,38.0,7,36
154395,2006-10-21,2006,10,21,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.014765,0.027,9,25,0.325,0.5,22,6.0,4.4583330000000005,10.0,21,14.0,20.375,38.0,20,36
154396,2006-10-22,2006,10,22,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.017824,0.023,11,21,0.583333,0.9,7,10.0,6.916667,22.0,6,31.0,25.0,35.0,19,33
154397,2006-10-23,2006,10,23,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,0.019059,0.025,10,23,0.358333,0.4,0,5.0,5.541667,12.0,4,17.0,20.333333,29.0,17,27
