,Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
357601,2013-05-11,2013,5,11,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.022882,0.033,7,31,0.220833,0.3,19,3.0,0.216667,0.8,17,0.0,17.5625,41.6,19,39
357602,2013-05-12,2013,5,12,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037588,0.044,9,41,0.1625,0.3,0,3.0,0.441667,1.1,2,1.0,6.658333,17.8,0,16
357603,2013-05-13,2013,5,13,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.033588,0.04,10,37,0.145833,0.2,6,2.0,0.454167,1.1,6,1.0,9.4625,18.1,5,17
357604,2013-05-14,2013,5,14,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032706,0.043,10,40,0.1708329999999999,0.2,0,2.0,0.583333,2.8,6,3.0,14.545832999999998,29.2,20,27
357605,2013-05-15,2013,5,15,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032647,0.045,8,42,0.205556,0.3,22,3.0,0.6772729999999999,1.5,1,1.0,21.13,43.8,21,41
357606,2013-05-16,2013,5,16,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.033059,0.047,12,44,0.35,0.5,7,6.0,1.075,2.7,7,3.0,34.029167,59.0,7,56
357607,2013-05-17,2013,5,17,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.026118,0.041,11,38,0.229167,0.3,0,3.0,0.383333,1.3,7,1.0,16.704167,46.1,23,43
357608,2013-05-18,2013,5,18,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.029,0.034,8,31,0.3,0.5,7,6.0,0.6125,1.8,8,1.0,22.320833,47.6,0,44
357609,2013-05-19,2013,5,19,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.026647,0.032,9,30,0.1125,0.2,0,2.0,0.05,0.3,21,0.0,7.55,21.9,23,20
357610,2013-05-20,2013,5,20,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.015235,0.028,10,26,0.270588,0.4,9,5.0,0.495833,1.1,12,1.0,24.2,36.9,21,34
357611,2013-05-21,2013,5,21,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.012545,0.022,13,20,0.316667,0.4,1,5.0,0.7863640000000001,2.2,20,3.0,27.257143,51.5,20,48
357612,2013-05-22,2013,5,22,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.020706,0.025,11,23,0.270833,0.4,0,5.0,0.6,1.8,17,1.0,21.004167,32.2,1,30
357613,2013-05-23,2013,5,23,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.020294,0.025,10,23,0.166667,0.3,0,3.0,0.283333,0.7,8,0.0,10.925,21.7,6,20
357614,2013-05-24,2013,5,24,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.013059,0.019,22,18,0.175,0.2,6,2.0,0.408333,1.3,8,1.0,14.883333,37.7,7,35
357615,2013-05-25,2013,5,25,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.03,0.034,21,31,0.104167,0.2,0,2.0,0.233333,0.5,8,0.0,6.7625,10.8,7,9
357616,2013-05-26,2013,5,26,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.029588,0.04,9,37,0.1125,0.2,21,2.0,0.379167,1.1,23,1.0,7.475,33.5,23,31
357617,2013-05-27,2013,5,27,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037824,0.051,10,47,0.225,0.3,2,3.0,1.108333,1.9,5,1.0,17.429167,42.6,23,40
357618,2013-05-28,2013,5,28,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.030706,0.036,8,33,0.291667,0.4,6,5.0,1.291304,3.1,7,4.0,24.357895000000006,45.0,6,42
357619,2013-05-29,2013,5,29,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.027882,0.035,11,32,0.270588,0.4,19,5.0,1.058333,2.3,13,3.0,29.016667,58.7,20,55
357620,2013-05-30,2013,5,30,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037235,0.062,10,74,0.325,0.5,22,6.0,1.6916669999999998,3.6,5,4.0,27.7,60.3,21,57
357621,2013-05-31,2013,5,31,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037706,0.059,10,64,0.354167,0.5,0,6.0,1.7666669999999998,4.2,8,6.0,26.433333,48.4,8,45
357622,2013-06-01,2013,6,1,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.027353,0.045,9,42,0.229167,0.3,0,3.0,0.7375,1.3,8,1.0,14.279167,26.1,0,25
357623,2013-06-02,2013,6,2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.024941,0.032,9,30,0.183333,0.2,0,2.0,0.695833,1.6,5,1.0,14.4375,23.5,1,22
357624,2013-06-03,2013,6,3,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.027529,0.037,22,34,0.191667,0.3,20,3.0,0.395833,0.9,14,0.0,16.466667,37.4,20,35
357625,2013-06-04,2013,6,4,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.038941,0.045,11,42,0.1333329999999999,0.3,0,3.0,0.684211,1.6,22,1.0,11.325,18.5,20,17
357626,2013-06-05,2013,6,5,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.038706,0.042,10,39,0.125,0.2,0,2.0,0.291667,0.8,0,0.0,9.770833,16.2,19,15
357627,2013-06-06,2013,6,6,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.036353,0.05,7,46,0.1,0.1,0,1.0,0.295833,0.7,4,0.0,7.5,14.2,6,13
357628,2013-06-07,2013,6,7,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.026353,0.031,17,29,0.1,0.1,0,1.0,0.0625,0.3,0,0.0,7.879167,18.0,14,17
357629,2013-06-08,2013,6,8,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.019882,0.033,11,31,0.154167,0.3,23,3.0,0.408333,1.3,20,1.0,12.075,31.2,23,29
357630,2013-06-09,2013,6,9,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034647,0.054,10,50,0.320833,0.5,2,6.0,0.983333,2.9,21,3.0,20.2625,59.3,21,56
357631,2013-06-10,2013,6,10,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.031882,0.047,9,44,0.25,0.3,0,3.0,0.445833,1.7,6,1.0,13.404167,27.4,5,25
357632,2013-06-11,2013,6,11,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037143,0.047,10,44,0.158333,0.2,10,2.0,0.35,0.9,8,0.0,10.185,17.8,6,16
357633,2013-06-12,2013,6,12,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.028412,0.04,9,37,0.125,0.2,0,2.0,0.454167,1.5,20,1.0,12.608333,37.7,23,35
357634,2013-06-13,2013,6,13,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.040588,0.044,9,41,0.1875,0.3,0,3.0,0.327273,0.9,1,0.0,12.521739,40.0,0,38
357635,2013-06-14,2013,6,14,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.027706,0.04,9,37,0.1333329999999999,0.2,16,2.0,0.408333,1.4,19,1.0,13.641667000000002,32.0,20,30
357636,2013-06-15,2013,6,15,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.031824,0.048,11,44,0.208333,0.3,22,3.0,0.620833,1.8,23,1.0,18.111111,49.1,22,46
357637,2013-06-16,2013,6,16,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.038647,0.051,10,47,0.329167,0.5,3,6.0,1.345833,4.4,7,6.0,17.825,37.6,0,35
357638,2013-06-17,2013,6,17,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037706,0.051,10,47,0.225,0.3,7,3.0,1.220833,2.9,8,3.0,18.983333,29.5,6,27
357639,2013-06-18,2013,6,18,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032824,0.041,9,38,0.225,0.3,11,3.0,0.583333,1.6,14,1.0,18.925,35.7,17,33
357640,2013-06-19,2013,6,19,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.038118,0.048,11,44,0.125,0.2,0,2.0,0.216667,0.8,23,0.0,7.9875,14.6,22,13
357641,2013-06-20,2013,6,20,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.040882,0.047,10,44,0.166667,0.3,7,3.0,0.7,1.4,4,1.0,14.195833,29.8,6,27
357642,2013-06-21,2013,6,21,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.0404,0.053,9,49,0.15,0.2,6,2.0,0.5772729999999999,1.6,6,1.0,12.7,27.5,6,25
357643,2013-06-22,2013,6,22,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.039,0.049,10,45,0.183333,0.2,0,2.0,0.683333,1.4,17,1.0,12.35,17.7,22,16
357644,2013-06-23,2013,6,23,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.020118,0.034,7,31,0.158333,0.2,0,2.0,0.7,2.3,8,3.0,9.708333,17.2,5,16
357645,2013-06-24,2013,6,24,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.045353,0.063,11,77,0.2125,0.3,10,3.0,1.375,3.3,9,4.0,16.505263,36.1,23,34
357646,2013-06-25,2013,6,25,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.047059,0.065,10,84,0.227778,0.3,4,3.0,1.327273,3.1,6,4.0,19.933333,36.1,9,34
357647,2013-06-26,2013,6,26,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.040824,0.053,11,49,0.204167,0.3,22,3.0,1.183333,2.5,9,3.0,18.7,37.0,21,35
357648,2013-06-27,2013,6,27,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.039824,0.052,9,48,0.254167,0.4,8,5.0,0.925,2.1,10,3.0,16.483333,40.9,6,38
357649,2013-06-28,2013,6,28,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.039765,0.05,11,46,0.1625,0.2,9,2.0,0.45,0.8,9,0.0,11.058333,22.1,23,21
357650,2013-06-29,2013,6,29,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.033941,0.049,10,45,0.179167,0.2,0,2.0,0.558333,1.5,5,1.0,11.016667,25.3,23,24
357651,2013-06-30,2013,6,30,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.025647,0.034,8,31,0.175,0.3,5,3.0,0.520833,1.2,5,1.0,13.745833,27.2,0,25
357652,2013-07-01,2013,7,1,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.020571,0.023,14,21,0.10625,0.2,12,2.0,0.236364,0.6,9,0.0,12.14,20.0,11,19
357653,2013-07-02,2013,7,2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.019824,0.026,10,24,0.1,0.1,0,1.0,0.3,0.6,10,0.0,9.929167,14.5,9,13
357654,2013-07-03,2013,7,3,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.013765,0.024,10,22,0.141667,0.2,9,2.0,0.3875,0.8,9,0.0,11.254167,21.5,20,20
357655,2013-07-04,2013,7,4,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.020824,0.033,9,31,0.141667,0.2,0,2.0,0.5375,1.9,21,1.0,7.829167,14.0,20,13
357656,2013-07-05,2013,7,5,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.029412,0.043,10,40,0.141667,0.2,0,2.0,0.633333,1.3,7,1.0,9.7,14.9,23,13
357657,2013-07-06,2013,7,6,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.040765,0.055,10,51,0.125,0.2,0,2.0,1.2625,3.8,10,4.0,9.595833,17.2,22,16
357658,2013-07-07,2013,7,7,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.042353,0.055,9,51,0.175,0.2,0,2.0,0.95,1.7,8,1.0,8.5375,14.5,21,13
357659,2013-07-08,2013,7,8,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.046,0.06,11,67,0.127778,0.2,19,2.0,1.104167,4.3,8,6.0,13.108332999999998,21.3,7,20
357660,2013-07-09,2013,7,9,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.052294,0.072,10,105,0.233333,0.3,6,3.0,1.427273,3.0,7,4.0,19.283333,35.9,7,33
357661,2013-07-10,2013,7,10,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032273,0.044,8,41,0.2125,0.3,21,3.0,0.458333,0.9,21,0.0,17.326316000000002,33.0,21,31
357662,2013-07-11,2013,7,11,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.0402,0.056,11,54,0.220833,0.3,0,3.0,0.695455,1.3,1,1.0,14.983332999999998,24.3,8,23
357663,2013-07-12,2013,7,12,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.030647,0.038,10,35,0.2,0.2,0,2.0,0.816667,3.6,14,4.0,9.1625,14.3,18,13
357664,2013-07-13,2013,7,13,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.018588,0.027,10,25,0.1708329999999999,0.2,0,2.0,0.2625,0.9,13,0.0,9.425,17.5,23,16
357665,2013-07-14,2013,7,14,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.023882,0.037,9,34,0.2,0.2,0,2.0,0.6125,1.3,6,1.0,12.225,24.7,20,23
357666,2013-07-15,2013,7,15,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.026818,0.041,13,38,0.171429,0.2,0,2.0,0.945833,3.6,7,4.0,13.858332999999998,25.3,5,24
357667,2013-07-16,2013,7,16,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034059,0.057,9,58,0.220833,0.3,2,3.0,0.629167,1.1,8,1.0,17.883333,38.9,23,36
357668,2013-07-17,2013,7,17,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.054,0.079,10,129,0.258333,0.4,2,5.0,0.820833,1.5,6,1.0,19.02381,40.3,0,38
357669,2013-07-18,2013,7,18,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.049471,0.071,10,101,0.266667,0.4,22,5.0,1.5125,3.5,6,4.0,22.9125,58.6,21,55
357670,2013-07-19,2013,7,19,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.059765,0.08,10,133,0.258824,0.4,0,5.0,0.92381,3.3,5,4.0,14.016667000000002,28.6,5,26
357671,2013-07-20,2013,7,20,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.041294,0.065,10,84,0.158333,0.3,23,3.0,1.408333,3.1,9,4.0,12.9375,34.8,23,32
357672,2013-07-21,2013,7,21,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.046824,0.056,11,54,0.183333,0.3,0,3.0,0.5875,1.5,1,1.0,10.595833,37.9,0,35
357673,2013-07-22,2013,7,22,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034,0.041,9,38,0.111111,0.2,13,2.0,0.181818,0.4,4,0.0,8.961111,13.1,4,12
357674,2013-07-23,2013,7,23,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.038353,0.057,11,58,0.154167,0.2,11,2.0,0.395833,0.9,21,0.0,12.883333,23.4,21,22
357675,2013-07-24,2013,7,24,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.029235,0.041,8,38,0.154167,0.2,0,2.0,0.504167,1.4,4,1.0,14.491667,34.5,4,32
357676,2013-07-25,2013,7,25,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.019294,0.02,17,19,0.1,0.1,0,1.0,0.116667,0.2,0,0.0,6.8958330000000005,9.0,19,8
357677,2013-07-26,2013,7,26,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.045471,0.058,13,61,0.125,0.2,18,2.0,0.383333,0.8,10,0.0,10.295833,18.3,22,17
357678,2013-07-27,2013,7,27,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.046882,0.06,9,67,0.158333,0.2,0,2.0,0.616667,1.9,6,1.0,10.679167,23.6,6,22
357679,2013-07-28,2013,7,28,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034824,0.049,9,45,0.141667,0.2,1,2.0,0.416667,1.1,6,1.0,10.4375,17.8,4,16
357680,2013-07-29,2013,7,29,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.046824,0.061,10,71,0.158333,0.2,6,2.0,0.5875,1.3,7,1.0,15.195833,29.4,4,27
357681,2013-07-30,2013,7,30,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032471,0.046,10,43,0.141667,0.2,5,2.0,0.65,1.5,5,1.0,16.495832999999998,36.0,5,34
357682,2013-07-31,2013,7,31,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.048706,0.051,9,47,0.170588,0.2,0,2.0,0.704167,1.8,7,1.0,17.895455,34.5,5,32
357683,2013-08-01,2013,8,1,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034882,0.048,7,44,0.1333329999999999,0.2,16,2.0,0.468182,1.0,5,1.0,13.170832999999998,20.4,16,19
357684,2013-08-02,2013,8,2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.047294,0.057,10,58,0.175,0.2,0,2.0,0.716667,2.8,23,3.0,16.258333,30.6,5,28
357685,2013-08-03,2013,8,3,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034294,0.043,12,40,0.2,0.2,0,2.0,1.475,3.4,0,4.0,16.104167,32.7,7,30
357686,2013-08-04,2013,8,4,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.028647,0.038,8,35,0.1375,0.2,0,2.0,0.491667,1.1,8,1.0,9.283333,16.7,0,15
357687,2013-08-05,2013,8,5,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.030176,0.043,9,40,0.108333,0.2,22,2.0,0.504167,1.6,5,1.0,13.095833,26.8,22,25
357688,2013-08-06,2013,8,6,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.052471,0.058,11,61,0.2375,0.3,2,3.0,0.545455,0.9,0,0.0,15.929167,36.2,3,34
357689,2013-08-07,2013,8,7,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.039882,0.05,7,46,0.1,0.1,0,1.0,0.383333,0.7,21,0.0,9.273684,13.8,5,12
357690,2013-08-08,2013,8,8,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.028412,0.036,9,33,0.1,0.1,0,1.0,0.3,0.7,14,0.0,10.925,17.4,23,16
357691,2013-08-09,2013,8,9,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.035,0.044,11,41,0.129167,0.2,17,2.0,0.370833,0.9,21,0.0,10.745833,21.2,22,20
357692,2013-08-10,2013,8,10,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034588,0.049,10,45,0.129167,0.2,0,2.0,0.545833,1.5,10,1.0,9.733333,17.2,21,16
357693,2013-08-11,2013,8,11,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.042706,0.054,12,50,0.120833,0.2,0,2.0,0.554167,1.0,16,1.0,9.070833,24.8,0,23
357694,2013-08-12,2013,8,12,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.036824,0.049,14,45,0.194118,0.3,9,3.0,0.726087,1.4,5,1.0,16.62381,29.5,6,27
357695,2013-08-13,2013,8,13,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037941,0.046,10,43,0.2125,0.3,1,3.0,0.4125,0.7,4,0.0,19.029167,36.3,1,34
357696,2013-08-14,2013,8,14,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.023765,0.031,8,29,0.116667,0.2,0,2.0,0.366667,1.1,5,1.0,9.475,15.6,5,14
357697,2013-08-15,2013,8,15,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.030882,0.043,11,40,0.116667,0.2,9,2.0,0.670833,2.5,6,3.0,15.1375,33.3,21,31
357698,2013-08-16,2013,8,16,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.041353,0.052,13,48,0.233333,0.4,8,5.0,1.2375,3.2,8,4.0,22.95,50.8,8,47
357699,2013-08-17,2013,8,17,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.050294,0.064,12,80,0.2125,0.3,4,3.0,0.775,1.4,2,1.0,18.55,41.5,5,39
357700,2013-08-18,2013,8,18,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.044118,0.053,10,49,0.308333,0.5,5,6.0,0.5875,1.3,4,1.0,17.708333,49.6,2,46
357701,2013-08-19,2013,8,19,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.031706,0.046,9,43,0.233333,0.3,7,3.0,1.041667,2.0,7,3.0,21.7625,38.5,6,36
357702,2013-08-20,2013,8,20,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.0342,0.065,9,84,0.255556,0.3,5,3.0,1.1125,3.5,7,4.0,23.091667,43.7,22,41
357703,2013-08-21,2013,8,21,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.046824,0.071,11,101,0.329167,0.5,6,6.0,1.35,2.4,18,3.0,28.041667,49.4,2,46
357704,2013-08-22,2013,8,22,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.025059,0.032,11,30,0.2125,0.3,21,3.0,0.704167,1.3,7,1.0,21.8,36.2,20,34
357705,2013-08-23,2013,8,23,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.028235,0.033,10,31,0.158333,0.3,0,3.0,0.495833,1.7,2,1.0,11.847368,18.8,3,17
357706,2013-08-24,2013,8,24,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.024588,0.041,8,38,0.108333,0.2,22,2.0,0.341667,0.9,16,0.0,9.416667,31.8,23,29
357707,2013-08-25,2013,8,25,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.043824,0.057,10,58,0.266667,0.5,6,6.0,0.858333,1.8,7,1.0,16.716667,35.7,5,33
357708,2013-08-26,2013,8,26,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.043,0.053,12,49,0.2,0.2,0,2.0,1.6708330000000002,2.9,17,3.0,17.070833,25.8,6,24
357709,2013-08-27,2013,8,27,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032412,0.049,9,45,0.2,0.2,0,2.0,0.6545449999999999,1.7,3,1.0,14.363635999999998,37.9,23,35
357710,2013-08-28,2013,8,28,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.033824,0.046,8,43,0.333333,0.5,6,6.0,0.85,1.5,11,1.0,28.233333,43.3,15,41
357711,2013-08-29,2013,8,29,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.037176,0.05,10,46,0.183333,0.3,0,3.0,0.175,0.5,18,0.0,9.654167,15.3,0,14
357712,2013-08-30,2013,8,30,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.042765,0.054,12,50,0.1625,0.2,9,2.0,0.408333,0.9,16,0.0,11.454167,17.4,9,16
357713,2013-08-31,2013,8,31,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.030235,0.041,9,38,0.166667,0.2,0,2.0,0.5,0.8,15,0.0,9.579167,15.6,18,14
357714,2013-09-01,2013,9,1,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.031353,0.036,10,33,0.1333329999999999,0.2,0,2.0,0.495833,1.1,15,1.0,10.545833,19.7,1,18
357715,2013-09-02,2013,9,2,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.027412,0.04,9,37,0.145833,0.2,13,2.0,0.254167,0.5,19,0.0,11.3625,18.9,18,17
357716,2013-09-03,2013,9,3,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.027294,0.038,11,35,0.217647,0.3,8,3.0,0.613636,2.5,8,3.0,16.980952,31.3,7,29
357717,2013-09-04,2013,9,4,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034882,0.046,11,43,0.108333,0.2,22,2.0,0.608333,1.2,19,1.0,13.295832999999998,24.9,22,23
357718,2013-09-05,2013,9,5,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.032,0.038,8,35,0.158333,0.2,0,2.0,1.0,2.5,6,3.0,14.920832999999998,35.0,6,33
357719,2013-09-06,2013,9,6,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.029,0.04,11,37,0.116667,0.2,20,2.0,0.6,1.2,22,1.0,14.883333,50.8,21,47
357720,2013-09-07,2013,9,7,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.044,0.056,12,54,0.179167,0.3,3,3.0,1.191667,2.7,7,3.0,18.05,33.0,6,31
357721,2013-09-08,2013,9,8,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.030118,0.045,7,42,0.1708329999999999,0.3,3,3.0,0.858333,2.2,6,3.0,10.954167,23.6,5,22
357722,2013-09-09,2013,9,9,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.029235,0.034,10,31,0.1,0.1,0,1.0,0.345833,0.7,5,0.0,11.154167,32.6,5,30
357723,2013-09-10,2013,9,10,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.0284,0.037,9,34,0.15,0.3,20,3.0,0.614286,1.3,16,1.0,15.605,27.9,17,25
357724,2013-09-11,2013,9,11,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.040412,0.057,11,58,0.254167,0.3,7,3.0,1.133333,2.1,8,3.0,19.804167,32.8,8,30
357725,2013-09-12,2013,9,12,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,0.034118,0.044,11,41,0.2125,0.3,0,3.0,0.720833,1.2,4,1.0,15.629167,30.6,21,28
