,price,model,year,title_status,mileage,state,condition_1,brand_chevrolet,brand_dodge,brand_ford,brand_nissan,brand_other,color_black,color_blue,color_gray,color_other,color_red,color_silver,color_white
284,25,32,2007,1,160528.0,17,1020.0,0,1,0,0,0,0,0,0,1,0,0,0
286,7340,33,2019,0,15854.0,6,1020.0,0,0,1,0,0,0,0,1,0,0,0,0
287,8200,32,2017,0,56690.0,5,300.0,0,0,0,0,1,0,0,0,0,0,0,1
288,3000,32,2013,0,97142.0,19,12960.0,0,0,0,0,1,0,0,0,0,0,1,0
289,6530,75,2019,0,10185.0,7,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
291,12700,99,2019,0,23514.0,3,14400.0,0,0,0,0,1,0,0,0,0,0,1,0
292,13800,98,2017,0,86959.0,27,4320.0,0,0,0,0,1,0,0,1,0,0,0,0
294,725,32,2017,1,67279.0,39,2880.0,0,0,1,0,0,0,0,1,0,0,0,0
295,7400,33,2019,0,16482.0,6,1020.0,0,0,1,0,0,0,0,1,0,0,0,0
296,9800,41,2017,0,35687.0,5,300.0,0,0,0,0,1,0,0,0,0,1,0,0
298,4400,75,2019,0,17911.0,7,1020.0,0,0,0,0,1,0,0,0,1,0,0,0
299,10330,75,2019,0,21278.0,6,1320.0,0,0,0,0,1,0,1,0,0,0,0,0
300,1800,32,2011,1,47269.0,2,1020.0,1,0,0,0,0,1,0,0,0,0,0,0
301,50,32,2008,1,172102.0,36,1080.0,1,0,0,0,0,0,1,0,0,0,0,0
302,720,122,2006,0,26914.0,6,1380.0,0,0,1,0,0,0,0,0,1,0,0,0
303,22800,32,2017,0,67217.0,16,2880.0,0,0,1,0,0,0,0,0,0,1,0,0
304,2500,32,2017,1,78698.0,3,1140.0,0,0,1,0,0,1,0,0,0,0,0,0
306,9190,75,2017,0,41961.0,39,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
307,10900,75,2019,0,13273.0,16,2880.0,0,0,0,0,1,0,0,0,0,1,0,0
308,10400,75,2019,0,31713.0,6,1320.0,0,0,0,0,1,1,0,0,0,0,0,0
311,7320,84,2008,0,325611.0,6,1320.0,1,0,0,0,0,0,0,0,0,0,1,0
312,22809,50,2017,0,50732.0,16,1200.0,0,0,1,0,0,1,0,0,0,0,0,0
315,5520,75,2017,0,52904.0,39,1020.0,0,0,0,0,1,0,0,0,0,0,1,0
316,10900,75,2019,0,14195.0,16,2880.0,0,0,0,0,1,0,0,0,1,0,0,0
317,6330,75,2019,0,43965.0,6,1320.0,0,0,0,0,1,0,0,0,0,1,0,0
319,25,84,2010,1,149189.0,4,1080.0,1,0,0,0,0,0,0,0,0,0,0,1
320,2320,32,2007,0,112182.0,6,1320.0,0,1,0,0,0,0,0,0,0,1,0,0
321,23702,32,2017,0,49024.0,16,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
324,5520,75,2017,0,35821.0,39,1020.0,0,0,0,0,1,0,0,0,0,0,1,0
325,4050,85,2018,0,1.0,32,10080.0,0,0,0,0,1,0,0,1,0,0,0,0
326,14810,75,2019,0,32611.0,6,1320.0,0,0,0,0,1,0,0,0,1,0,0,0
327,25,32,2011,1,105244.0,4,1080.0,1,0,0,0,0,0,0,0,0,0,0,1
328,2960,117,2008,0,164048.0,6,1380.0,0,0,0,0,1,0,0,0,0,1,0,0
329,24800,32,2017,0,46955.0,16,2880.0,0,0,1,0,0,0,0,1,0,0,0,0
332,6270,75,2017,0,70443.0,39,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
333,1880,111,2012,0,1.0,32,10080.0,0,0,0,0,1,0,0,0,0,0,0,1
334,10050,75,2019,0,18229.0,6,1320.0,0,0,0,0,1,0,0,1,0,0,0,0
335,225,32,2014,1,87673.0,4,1080.0,1,0,0,0,0,0,0,0,0,1,0,0
336,26900,113,2018,0,42941.0,19,1200.0,1,0,0,0,0,1,0,0,0,0,0,0
337,1420,32,2007,0,104405.0,6,1380.0,0,0,0,0,1,0,0,0,1,0,0,0
338,27003,32,2017,0,57186.0,16,1200.0,0,0,1,0,0,1,0,0,0,0,0,0
340,350,32,2004,1,236980.0,9,1020.0,0,0,1,0,0,0,0,1,0,0,0,0
341,5600,75,2017,0,59808.0,39,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
342,6680,23,2011,0,1.0,32,10080.0,0,0,0,0,1,0,0,1,0,0,0,0
343,10120,75,2019,0,20681.0,6,1320.0,0,0,0,0,1,0,0,0,0,0,0,1
345,3920,32,2015,0,102700.0,7,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
346,23100,32,2017,0,53270.0,16,1200.0,0,0,1,0,0,1,0,0,0,0,0,0
348,5630,75,2017,0,27195.0,39,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
350,2800,33,2019,0,20849.0,6,1320.0,0,0,0,0,1,1,0,0,0,0,0,0
352,8850,32,2015,0,143818.0,7,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
353,18712,50,2017,0,67347.0,16,1200.0,0,0,1,0,0,1,0,0,0,0,0,0
356,6300,75,2017,0,117400.0,39,1020.0,0,0,0,0,1,0,1,0,0,0,0,0
357,2220,23,2010,0,1.0,32,10080.0,0,0,0,0,1,0,0,0,0,0,0,1
358,6930,75,2019,0,47798.0,6,1320.0,0,0,0,0,1,0,0,0,0,1,0,0
359,25,32,2008,1,130623.0,3,11520.0,1,0,0,0,0,0,0,0,0,0,0,1
360,3440,32,2015,0,124542.0,7,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
361,50412,32,2017,0,47129.0,16,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
362,25,84,1994,1,206162.0,7,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
363,950,86,2001,1,229886.0,9,1020.0,0,0,1,0,0,0,0,0,0,1,0,0
364,9270,75,2017,0,19490.0,39,1020.0,0,0,0,0,1,0,0,1,0,0,0,0
365,11380,75,2019,0,12038.0,16,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
366,5350,75,2019,0,43536.0,6,1320.0,0,0,0,0,1,0,1,0,0,0,0,0
367,2725,32,2004,1,308451.0,34,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
368,3790,32,2015,0,100893.0,7,2880.0,0,0,1,0,0,0,0,1,0,0,0,0
369,40514,32,2017,0,90304.0,16,1200.0,0,0,1,0,0,0,0,0,0,0,0,1
372,9190,75,2017,0,31394.0,39,1020.0,0,0,0,0,1,0,0,1,0,0,0,0
373,10330,75,2019,0,25933.0,6,1320.0,0,0,0,0,1,0,0,1,0,0,0,0
374,1000,32,2008,1,118250.0,16,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
375,2925,32,2013,1,46060.0,6,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
376,3830,32,2015,0,50593.0,7,2880.0,0,0,1,0,0,0,0,0,1,0,0,0
377,43402,32,2017,0,62387.0,16,2880.0,0,0,1,0,0,0,1,0,0,0,0,0
378,1025,32,2009,1,169634.0,16,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
379,17200,117,2016,0,72527.0,24,120.0,0,0,0,0,1,0,0,1,0,0,0,0
380,54680,90,2016,0,9502.0,39,1080.0,0,0,0,0,1,1,0,0,0,0,0,0
381,6940,32,2010,0,217290.0,32,4320.0,0,0,0,0,1,0,0,0,1,0,0,0
382,13080,75,2019,0,17243.0,6,1320.0,0,0,0,0,1,0,0,1,0,0,0,0
383,25,32,2007,1,194903.0,39,2880.0,1,0,0,0,0,0,0,1,0,0,0,0
384,10630,32,2015,0,82899.0,7,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
385,43009,32,2017,0,76418.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
386,25,32,2003,1,138441.0,16,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
387,4600,84,2006,1,240740.0,18,11520.0,0,0,1,0,0,0,0,0,1,0,0,0
388,4950,75,2016,0,71404.0,39,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
389,3760,33,2019,0,30382.0,6,1320.0,0,0,0,0,1,0,0,0,0,0,1,0
390,3900,32,2009,0,179389.0,36,120.0,0,0,0,0,1,1,0,0,0,0,0,0
392,3830,32,2015,0,82534.0,7,2880.0,0,0,1,0,0,0,0,0,0,0,1,0
393,53500,32,2017,0,55732.0,16,1200.0,0,0,1,0,0,0,0,0,0,0,0,1
394,25,32,2010,1,198596.0,16,2880.0,0,0,1,0,0,0,0,1,0,0,0,0
395,25,32,1998,1,300021.0,2,1020.0,0,0,1,0,0,0,0,0,1,0,0,0
396,6240,32,2015,0,83623.0,39,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
397,4150,32,2014,0,108895.0,26,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
398,25,32,1999,1,226972.0,6,960.0,0,0,0,0,1,1,0,0,0,0,0,0
399,61200,95,2020,0,7509.0,3,10080.0,0,0,0,0,1,1,0,0,0,0,0,0
401,13500,95,2014,0,33542.0,24,2880.0,0,0,0,0,1,0,1,0,0,0,0,0
402,6490,32,2015,0,74754.0,7,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
403,51502,32,2017,0,27661.0,16,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
404,250,32,2010,1,115241.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
405,25,32,1984,1,41577.0,2,1020.0,0,0,1,0,0,0,0,0,0,0,0,1
406,8160,117,2015,0,109027.0,39,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
407,7770,32,2014,0,72732.0,26,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
408,200,32,2001,1,126400.0,14,960.0,0,0,0,0,1,0,0,0,1,0,0,0
409,25,32,2008,1,177422.0,36,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
411,1825,24,2008,1,77984.0,7,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
412,39800,95,2017,0,23177.0,3,1260.0,0,0,0,0,1,0,1,0,0,0,0,0
413,9210,32,2015,0,26911.0,7,2880.0,0,0,1,0,0,0,0,0,0,0,1,0
414,58500,103,2019,0,21527.0,40,1260.0,0,0,1,0,0,0,1,0,0,0,0,0
415,125,32,2014,1,56461.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,1,0
416,3960,32,2015,0,95128.0,39,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
417,5998,33,2014,0,122975.0,26,7200.0,0,0,0,0,1,0,0,0,1,0,0,0
418,3700,33,2014,0,162824.0,26,2880.0,0,0,0,0,1,0,1,0,0,0,0,0
422,5000,32,2012,0,140339.0,37,1140.0,0,0,0,0,1,1,0,0,0,0,0,0
423,15050,75,2019,0,26786.0,36,1020.0,0,0,0,0,1,0,0,0,0,0,0,1
424,3960,33,2019,0,35623.0,28,2880.0,0,0,0,0,1,0,0,0,0,1,0,0
425,36300,78,2019,0,14541.0,3,1440.0,0,0,0,0,1,1,0,0,0,0,0,0
426,55600,62,2020,0,8186.0,6,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
427,2630,33,2018,0,36739.0,3,1200.0,0,0,0,1,0,0,0,1,0,0,0,0
428,5690,75,2017,0,42616.0,24,1020.0,0,0,0,1,0,0,1,0,0,0,0,0
429,19500,87,2017,0,65833.0,36,4320.0,0,0,0,0,1,0,1,0,0,0,0,0
430,450,24,2008,1,123515.0,17,2880.0,1,0,0,0,0,0,0,0,1,0,0,0
431,20400,32,2015,0,36122.0,42,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
432,4320,32,2011,0,88359.0,6,1320.0,1,0,0,0,0,0,0,0,1,0,0,0
433,33001,50,2017,0,35905.0,16,2880.0,0,0,1,0,0,0,0,1,0,0,0,0
434,10000,32,2017,1,35747.0,2,1020.0,0,0,1,0,0,0,0,0,0,1,0,0
436,5790,32,2012,0,105020.0,37,1140.0,0,0,0,0,1,0,0,0,0,0,0,1
437,14750,75,2019,0,11047.0,36,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
438,4010,33,2019,0,31233.0,28,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
439,40000,61,2019,0,19427.0,3,1440.0,0,0,0,0,1,0,0,0,0,0,0,1
440,13000,102,2017,0,71991.0,24,120.0,0,0,0,0,1,0,0,0,0,0,1,0
441,3550,33,2018,0,29043.0,3,1200.0,0,0,0,1,0,0,1,0,0,0,0,0
442,3040,33,2017,0,36064.0,24,1020.0,0,0,0,1,0,0,0,1,0,0,0,0
444,36400,5,2015,0,47213.0,42,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
445,4480,32,2011,0,116480.0,6,1380.0,0,0,1,0,0,1,0,0,0,0,0,0
446,31003,32,2017,0,72084.0,16,1200.0,0,0,1,0,0,0,0,0,0,1,0,0
447,75,84,2001,1,295780.0,2,1020.0,0,0,1,0,0,0,0,0,1,0,0,0
448,8850,32,2011,0,148035.0,37,1140.0,0,0,0,0,1,0,0,0,0,0,0,1
449,14750,75,2019,0,11396.0,36,1020.0,0,0,0,0,1,0,0,0,0,0,0,1
450,4690,75,2019,0,33785.0,28,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
451,23000,101,2018,0,20103.0,3,1440.0,0,0,0,0,1,1,0,0,0,0,0,0
452,46900,31,2018,0,32387.0,6,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
453,10740,33,2018,0,48140.0,3,1200.0,0,0,0,0,1,0,0,0,0,0,0,1
454,3160,33,2017,0,34861.0,24,1020.0,0,0,0,1,0,0,0,1,0,0,0,0
456,3450,32,2011,0,114119.0,6,1320.0,0,0,0,0,1,0,0,0,1,0,0,0
457,27102,50,2017,0,34165.0,16,2880.0,0,0,1,0,0,0,0,0,0,1,0,0
458,500,32,2018,1,27442.0,2,1020.0,0,0,0,0,1,1,0,0,0,0,0,0
459,5100,32,2011,0,144792.0,37,1140.0,0,0,0,0,1,0,0,0,0,0,0,1
460,15010,75,2019,0,11394.0,36,1020.0,0,0,0,0,1,0,0,0,1,0,0,0
461,5800,75,2019,0,30546.0,28,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
462,23200,101,2018,0,23745.0,3,1440.0,0,0,0,0,1,1,0,0,0,0,0,0
463,8000,32,2015,0,88274.0,32,10080.0,0,0,0,0,1,0,0,0,0,1,0,0
464,3390,33,2018,0,38349.0,3,1200.0,0,0,0,1,0,0,0,1,0,0,0,0
465,3140,33,2017,0,30142.0,24,1020.0,0,0,0,1,0,0,0,0,0,0,0,1
466,25,32,2007,1,267834.0,36,1020.0,1,0,0,0,0,1,0,0,0,0,0,0
467,15000,32,2014,0,44730.0,9,1260.0,0,0,0,0,1,0,0,0,0,0,1,0
468,10440,10,2011,0,92476.0,6,1380.0,1,0,0,0,0,0,1,0,0,0,0,0
469,23911,50,2017,0,25698.0,16,1200.0,0,0,1,0,0,1,0,0,0,0,0,0
470,25,86,2010,1,155242.0,29,1020.0,0,0,1,0,0,0,0,1,0,0,0,0
471,21400,6,2018,0,54332.0,24,120.0,0,0,0,0,1,0,0,1,0,0,0,0
472,5380,10,2011,0,119215.0,37,1140.0,0,0,0,0,1,0,0,0,0,0,0,1
473,11000,75,2019,0,8930.0,16,2880.0,0,0,0,0,1,0,0,0,0,1,0,0
474,4950,75,2019,0,46985.0,28,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
475,22500,101,2018,0,30220.0,3,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
476,30300,59,2017,0,37021.0,6,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
477,2630,33,2018,0,43152.0,3,1200.0,0,0,0,1,0,0,0,0,0,0,0,1
478,3140,33,2017,0,34318.0,24,1020.0,0,0,0,1,0,0,0,0,0,0,1,0
479,2300,32,2011,1,88287.0,2,1020.0,1,0,0,0,0,0,0,0,0,0,0,1
480,4310,32,2011,0,105486.0,6,1320.0,1,0,0,0,0,1,0,0,0,0,0,0
481,26012,32,2017,0,19850.0,16,1200.0,0,0,1,0,0,1,0,0,0,0,0,0
482,75,32,2014,1,116535.0,29,1020.0,0,0,1,0,0,0,0,0,0,0,1,0
483,48500,0,2019,0,15777.0,32,1440.0,0,0,0,0,1,1,0,0,0,0,0,0
484,3330,75,2009,0,87448.0,37,1140.0,0,0,0,0,1,0,0,0,0,0,0,1
485,11200,75,2019,0,8395.0,16,2880.0,0,0,0,0,1,0,0,0,1,0,0,0
486,4730,75,2019,0,30121.0,28,2880.0,0,0,0,0,1,0,0,0,0,1,0,0
487,24900,60,2018,0,33687.0,3,1440.0,0,0,0,0,1,0,0,0,0,0,0,1
488,29400,37,2017,0,37561.0,6,2880.0,0,0,0,0,1,0,1,0,0,0,0,0
489,8350,10,2018,0,32256.0,3,1200.0,0,0,0,1,0,0,0,1,0,0,0,0
491,3210,33,2017,0,25255.0,24,1020.0,0,0,0,1,0,1,0,0,0,0,0,0
492,25,117,2006,1,165327.0,2,1020.0,1,0,0,0,0,0,0,0,0,0,0,1
493,4200,27,2006,0,118009.0,42,1260.0,1,0,0,0,0,0,0,0,0,0,0,1
494,8430,116,2011,0,114547.0,6,1320.0,1,0,0,0,0,1,0,0,0,0,0,0
495,25503,50,2017,0,18647.0,16,9.0,0,0,1,0,0,1,0,0,0,0,0,0
497,26000,69,2019,0,16669.0,32,1440.0,0,0,0,0,1,1,0,0,0,0,0,0
498,3900,33,2017,0,47970.0,39,2880.0,0,0,0,0,1,0,1,0,0,0,0,0
499,11200,75,2019,0,12905.0,16,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
500,8610,75,2019,0,22123.0,28,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
501,28000,61,2018,0,40780.0,3,1440.0,0,0,0,0,1,0,0,0,0,0,0,1
502,84900,96,2017,0,25302.0,6,2880.0,0,0,0,0,1,0,0,0,0,0,1,0
503,10840,75,2017,0,36596.0,3,1200.0,0,0,0,0,1,1,0,0,0,0,0,0
504,100,115,2012,1,0.0,6,1020.0,0,0,0,0,1,0,1,0,0,0,0,0
505,11050,32,2017,0,30421.0,24,1020.0,0,0,0,0,1,0,0,0,0,0,0,1
507,1000,32,2005,0,135675.0,42,1260.0,1,0,0,0,0,0,0,1,0,0,0,0
508,3570,32,2015,0,17355.0,7,2880.0,0,1,0,0,0,1,0,0,0,0,0,0
509,25001,32,2017,0,27773.0,16,2880.0,0,0,1,0,0,0,0,1,0,0,0,0
511,5630,75,2017,0,58366.0,39,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
512,11100,75,2019,0,11229.0,16,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
513,4650,75,2019,0,27492.0,28,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
515,3820,75,2016,0,41654.0,3,1200.0,0,0,0,1,0,0,1,0,0,0,0,0
517,2900,33,2017,0,31954.0,24,1020.0,0,0,0,1,0,0,0,1,0,0,0,0
518,50,32,2008,1,172102.0,36,1020.0,1,0,0,0,0,0,1,0,0,0,0,0
519,5100,84,2004,0,173321.0,42,1260.0,1,0,0,0,0,0,0,1,0,0,0,0
520,4700,32,2015,0,93423.0,7,2880.0,0,1,0,0,0,0,0,0,0,1,0,0
521,29502,50,2017,0,14053.0,16,2880.0,0,0,1,0,0,0,0,0,0,1,0,0
523,6160,32,2017,0,25956.0,39,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
524,10910,75,2019,0,12253.0,16,2880.0,0,0,0,0,1,0,0,0,0,1,0,0
525,3440,33,2019,0,34895.0,28,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
526,16000,28,2016,0,47753.0,6,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
527,3810,32,2016,0,39408.0,3,1200.0,0,0,0,0,1,1,0,0,0,0,0,0
529,3020,33,2017,0,33599.0,24,1020.0,0,0,0,1,0,0,0,0,0,0,0,1
532,3870,32,2010,0,185983.0,6,1320.0,0,0,1,0,0,0,0,0,0,0,0,1
533,24811,32,2017,0,28464.0,16,1260.0,0,0,1,0,0,0,0,0,0,1,0,0
534,75,32,2007,1,154989.0,29,1020.0,0,0,1,0,0,0,1,0,0,0,0,0
535,5420,33,2017,0,16702.0,39,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
536,11100,75,2019,0,11449.0,16,2880.0,0,0,0,0,1,0,0,0,1,0,0,0
537,4750,75,2019,0,25847.0,28,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
538,17900,32,2015,0,49772.0,6,2880.0,0,0,0,0,1,0,0,1,0,0,0,0
539,3800,32,2015,0,83915.0,3,1200.0,0,0,0,1,0,1,0,0,0,0,0,0
540,3160,33,2017,0,40306.0,24,1020.0,0,0,0,1,0,0,0,0,0,0,1,0
541,25,84,2010,1,149189.0,4,1020.0,1,0,0,0,0,0,0,0,0,0,0,1
542,1200,32,2001,0,149543.0,42,1260.0,1,0,0,0,0,0,0,0,0,1,0,0
543,6470,24,2010,0,69622.0,6,1320.0,1,0,0,0,0,0,0,0,1,0,0,0
544,26400,32,2017,0,36295.0,16,1140.0,0,0,1,0,0,0,0,0,0,1,0,0
546,32500,2,2018,0,14856.0,32,1440.0,0,0,0,0,1,0,1,0,0,0,0,0
547,6900,75,2017,0,44129.0,17,1080.0,0,0,0,0,1,0,0,0,1,0,0,0
548,11030,75,2019,0,10861.0,16,2880.0,0,0,0,0,1,0,0,0,1,0,0,0
549,3460,32,2012,0,142106.0,18,2880.0,0,0,0,0,1,0,0,0,0,0,0,1
550,18000,32,2015,0,82411.0,6,2880.0,0,0,0,0,1,1,0,0,0,0,0,0
551,3250,32,2015,0,111612.0,3,1200.0,0,0,0,0,1,0,0,1,0,0,0,0
552,3210,33,2017,0,35251.0,24,1020.0,0,0,0,1,0,0,0,1,0,0,0,0
553,13200,32,2017,0,50408.0,32,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
554,27705,50,2019,0,15630.0,16,1140.0,0,0,1,0,0,0,0,1,0,0,0,0
555,7200,32,2017,0,53273.0,32,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
556,28714,50,2019,0,14786.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,0,1
557,11200,32,2017,0,85315.0,32,2880.0,1,0,0,0,0,0,0,0,0,0,0,1
558,27502,50,2019,0,16146.0,16,1.0,0,0,1,0,0,0,0,1,0,0,0,0
559,11900,32,2017,0,76211.0,32,2880.0,1,0,0,0,0,0,1,0,0,0,0,0
560,29314,50,2019,0,15265.0,16,1140.0,0,0,1,0,0,0,0,1,0,0,0,0
561,11200,32,2017,0,79965.0,32,2880.0,1,0,0,0,0,0,0,0,0,0,1,0
562,27002,50,2019,0,16059.0,16,1.0,0,0,1,0,0,0,0,1,0,0,0,0
563,13200,32,2017,0,62739.0,32,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
564,28214,50,2019,0,15569.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,0,1
565,12700,32,2017,0,58932.0,32,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
566,29900,50,2019,0,17488.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
567,12700,32,2017,0,60733.0,32,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
568,27202,50,2019,0,18550.0,16,1.0,0,0,1,0,0,0,0,0,0,1,0,0
569,13500,64,2018,0,53194.0,24,420.0,1,0,0,0,0,0,0,0,0,0,0,1
570,27705,50,2019,0,17644.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,1,0
571,14700,117,2016,0,34454.0,32,2880.0,1,0,0,0,0,0,0,0,0,0,0,1
572,29900,50,2019,0,17684.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,0,1
573,4500,32,2015,0,83279.0,32,1260.0,1,0,0,0,0,0,0,1,0,0,0,0
574,27705,50,2019,0,16600.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,1,0
575,8000,32,2015,0,107971.0,32,1260.0,1,0,0,0,0,0,0,1,0,0,0,0
576,25511,50,2019,0,17801.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,1,0
577,7700,18,2015,0,94150.0,32,2880.0,1,0,0,0,0,0,0,0,0,0,0,1
578,29900,50,2019,0,17159.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,1,0
579,7200,117,2015,0,80711.0,32,2880.0,1,0,0,0,0,0,0,0,0,0,0,1
580,27502,50,2019,0,17983.0,16,1.0,0,0,1,0,0,0,0,0,0,1,0,0
581,4500,32,2013,0,119981.0,32,1260.0,1,0,0,0,0,0,0,0,0,0,0,1
582,27402,50,2019,0,17851.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
583,1500,97,2013,0,66079.0,32,1260.0,1,0,0,0,0,1,0,0,0,0,0,0
584,26602,50,2019,0,18174.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
585,10200,97,2019,0,7654.0,9,2880.0,1,0,0,0,0,1,0,0,0,0,0,0
586,29900,50,2019,0,18759.0,16,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
587,14000,18,2019,0,11564.0,9,2880.0,1,0,0,0,0,0,0,0,0,0,0,1
588,28500,50,2019,0,18901.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,1,0
589,8000,32,2016,0,86541.0,6,8640.0,1,0,0,0,0,1,0,0,0,0,0,0
590,29809,50,2019,0,21157.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,1,0
591,36900,22,2015,0,29937.0,6,960.0,1,0,0,0,0,1,0,0,0,0,0,0
592,26902,50,2019,0,23964.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
593,10950,32,2015,0,58504.0,6,1320.0,1,0,0,0,0,0,0,0,0,1,0,0
594,27402,50,2019,0,20154.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
595,16900,74,2014,0,63500.0,6,1440.0,0,0,0,0,1,0,0,0,0,0,1,0
596,25600,50,2019,0,23294.0,16,1140.0,0,0,1,0,0,0,0,0,0,0,1,0
597,29700,95,2016,0,24293.0,36,1440.0,0,0,0,0,1,0,0,0,1,0,0,0
598,27702,50,2019,0,20343.0,16,1.0,0,0,1,0,0,0,0,0,0,1,0,0
599,13500,43,2016,0,19655.0,36,300.0,0,0,0,0,1,0,0,0,0,1,0,0
600,27102,50,2019,0,19100.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
601,27102,50,2019,0,20014.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
602,25811,50,2019,0,21774.0,16,16.0,0,0,1,0,0,1,0,0,0,0,0,0
603,26602,50,2019,0,21201.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
604,27102,50,2019,0,21766.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
605,37500,42,2019,0,12406.0,42,1260.0,0,0,0,0,1,0,0,1,0,0,0,0
606,26211,54,2019,0,17977.0,16,1260.0,0,0,1,0,0,0,1,0,0,0,0,0
607,24205,54,2019,0,22805.0,16,2880.0,0,0,1,0,0,0,0,0,0,0,1,0
608,37500,125,2019,0,16013.0,42,1260.0,0,0,0,0,1,1,0,0,0,0,0,0
609,27111,54,2019,0,14382.0,16,1260.0,0,0,1,0,0,1,0,0,0,0,0,0
610,27411,54,2019,0,9660.0,16,1260.0,0,0,1,0,0,1,0,0,0,0,0,0
611,27302,54,2019,0,18969.0,16,2880.0,0,0,1,0,0,1,0,0,0,0,0,0
612,27202,50,2019,0,24730.0,16,1.0,0,0,1,0,0,0,0,1,0,0,0,0
613,26311,54,2019,0,15847.0,16,1260.0,0,0,1,0,0,0,0,0,0,1,0,0
614,26602,50,2019,0,25009.0,16,1.0,0,0,1,0,0,0,0,0,0,0,0,1
615,33500,95,2017,0,22115.0,42,1260.0,0,0,0,0,1,0,1,0,0,0,0,0
616,27511,54,2019,0,11836.0,16,1260.0,0,0,1,0,0,0,0,0,0,0,0,1
617,21500,32,2017,0,23765.0,42,2880.0,0,0,0,0,1,0,0,0,0,1,0,0
